id,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.407197919036032,-3.2329732736873806,-0.08503630534550251,0.5628356602778716,9.589527075915866e-07,-3.645817467936029e-05,-6.347086437488425e-07
2,6.429479202946275,-9.548146731707295,1.8461980836314964,0.251507490948891,-4.080997313348407e-06,-2.1106056552126454e-05,-5.559541004562619e-08
3,12.522156203783888,-2.0706394212281958,-7.588602704240929,0.2040978832055437,2.3059459004583095e-05,-6.292044360208914e-06,-6.201914837457804e-08
4,17.13510168034472,-9.655915559195659,11.231410511499666,0.4612197214059778,-1.3205623058790342e-05,-1.1353193887062422e-05,-5.4229108462659e-08
5,5.589690293396287,0.5756523145192894,-4.978895701680669,0.5639821751494056,2.948151769753233e-05,3.408608035793387e-06,-3.3395056803755463e-07
6,10.666542657295194,-2.678844529105258,0.09344985514242171,1.4253927177845385,-1.1849159017634897e-06,-3.396693848322524e-05,-1.8073548589098531e-06
7,9.313376786813102,-1.0018663366600833,-7.518527301670809,0.83114841036378,2.392505520427417e-05,-3.18808543882919e-06,-2.644835990218343e-07
8,13.015618379999259,0.6067424418297331,0.2788626818833658,-0.8244650467460337,-1.711511186313287e-05,3.723863190977116e-05,5.060129023719021e-06
9,18.01172305764923,3.2313815521301272,-1.6668725926330468,-0.36429511287030936,1.6005092432470715e-05,3.1027302659483426e-05,3.497913985721298e-07
10,9.429342888831174,-0.9539490635296076,-0.8488703488569298,0.26248371907207235,3.825083780249759e-05,-4.298577627319796e-05,-1.1827745164549717e-06
11,2.418628668701469,-4.491974730315593,-0.7527694190727653,0.05458206445097353,5.193713004116946e-06,-3.09922626768525e-05,-3.765875323146835e-08
12,4.036923932499129,-0.8493667383156676,4.949134210509168,0.1845816975552904,-2.9470031000453368e-05,-5.057624837848458e-06,-1.0991070594771941e-07
13,13.675448042336614,6.027777540624914,10.287915884784388,-0.2164873661361636,-1.6754900978060248e-05,9.816839187061704e-06,3.5257134906955094e-08
14,7.568260139293067,3.820896437918443,-3.8987047395136902,0.3871797229641281,2.0425512042562463e-05,2.0017870400676218e-05,-2.0284542232419107e-07
15,8.023795173794896,-11.373837493925791,-9.779335713877769,0.3651276844898902,1.1285481376340234e-05,-1.3125557294557987e-05,-4.2136212559400353e-08
16,19.096910266453104,-5.710534983638449,-10.834402078067962,0.3292590873542582,1.6945450643710405e-05,-8.931511680770384e-06,-5.149747603561031e-08
17,17.116678828693974,-1.7159189794078238,-1.655292446102115,-0.4163831095547946,2.9486063707408163e-05,-3.056601657472232e-05,7.417117696593409e-07
18,3.1454661010152316,3.0701777048614267,-9.058584426972288,0.4362250910315313,2.050759955031017e-05,6.950531336012806e-06,-9.875637361214398e-08
19,18.037925087277472,10.833832295104846,10.162252319955833,0.6092865270129301,-1.18908890376675e-05,1.2676707251286814e-05,-7.129284194832944e-08
20,10.36624424817451,-9.937266849424637,-3.93478752853951,0.36152459400314574,7.546549890785961e-06,-1.9058736847494163e-05,-6.933699381739014e-08
21,4.742175138822838,8.457924937563781,4.906121111403211,0.4634035057335687,-1.0744391290223373e-05,1.8522831574887868e-05,-1.0148523605114756e-07
22,13.260425251262081,0.5185660540862745,-1.856377835587719,-0.5942218302277494,4.3466903191330394e-05,1.2142172805107917e-05,1.3913645311600826e-06
23,1.9931021827340956,-13.395079788143912,-7.227675069006996,0.21442099906022422,8.16253742254784e-06,-1.5127664014337146e-05,-2.4215524526196455e-08
24,12.27400588805356,10.490702447570772,1.3465840473057449,0.19081486127651803,-2.6250504772554333e-06,2.0450727544143917e-05,-3.719772588005588e-08
25,14.395380643676372,1.1387309725531345,1.9467450344471173,-0.3025631499754517,-3.803848135789454e-05,2.2250267037882192e-05,5.91194149016832e-07
26,9.023801969759992,0.7429511885212565,-0.39954789576105454,1.1450902339508677,1.5799254467844073e-05,2.937839245098755e-05,-4.528010830934857e-06
27,13.34917534640893,-2.2821363104649635,-8.018889993433397,-0.03319365640574587,2.2341385857921273e-05,-6.358247579680311e-06,9.248066582822715e-09
28,8.276444710641442,12.64327646634225,7.138194156772,0.2667708910458797,-8.651785771258742e-06,1.532417261721791e-05,-3.233373243493409e-08
29,0.5691643825072956,1.007960547576803,-3.5279489952271392,1.1810230168131746,3.126864123705611e-05,8.933676985105191e-06,-1.0467550708753727e-06
30,18.75010721127514,3.5189999587820435,3.7370364427230096,-0.017531083998903907,-2.155226117432729e-05,2.0294799728753685e-05,1.011053830500342e-08
